aid,title,video_url,cover_url,publish_time,duration,category,description,tags,view,like,reply,favorite,share,coin,danmaku,hot_comments,bvid
984660736,法国在耶路撒冷为啥有块地？【小约翰】,https://www.bilibili.com/video/BV11t4y1J7wU,http://i1.hdslb.com/bfs/archive/545195462721f851d5a6811f1931dc65abceb063.jpg,2022-08-19T15:09:25+08:00,25:10,人文历史,本篇为小约翰之列王墓。  参考资料： 杜兹达尔生平传记 弗兰克尔·路西韦德1860年撰写的《耶路撒冷游记》 索尔西关于列王墓发掘的回忆录 约书亚·本-阿里耶1984年出版《19世纪的耶路撒冷老城》,法国; 基督教; 历史; 埃及; 永劫无间; 耶路撒冷; 以色列; 中东; 阿拉伯; 犹太人,6814253,360920,5543,39592,7728,105590,28790,这块地就在我们学校旁边的阿拉伯人街区[喜极而泣] 每次去学校都会路过它门口; 2025年7月8日9:10再刷刷完; 2025年还有人考古吗; 666; 6666; 6666; 最近听可汗视频咋全是这一期啊，好几天了一打开可汗的听视频就是这个[热]; 法国居然是一个横跨欧美亚三洲的大国; 结局令人舒适; 各位也是传送来的吗？,BV11t4y1J7wU
644269709,军情六处创始人为啥要锯子剌大腿？【硬核狠人37】,https://www.bilibili.com/video/BV1cY4y1A7kj,http://i2.hdslb.com/bfs/archive/de6fa9f820a62c4048582ac4d114164f08aebd4b.jpg,2022-08-11T11:00:00+08:00,32:59,人文历史,本篇为硬核狠人之卡明爵士。  参考资料： 艾伦·贾德1999年出版《对C的探索：曼斯菲尔德爵士和英国特勤局的成立》 金城出版社2020年出版《英国情报之父卡明爵士》（上本书的中译版） 奈杰尔·韦斯特1983年出版《军情六处：英国秘密情报局行动1909-1945》 浙江人民出版社2012年出版《军情五处与军情六处1909-2009》，英文原作者戈登·托马斯 海南文艺出版社2011年出版《军情六处：秘密情报局历史》，英文原作者基斯·杰弗里 拉塞尔·弗朗西斯1981年出版《秘密战争》,英国; 高能; 战争; 奇闻; 历史; 卡明爵士; 特工; 间谍; 军情六处; 历史人文档案馆; 历史人文档案馆2022第二季,8146447,324808,4931,42620,13142,122015,32468,那个，我想问一下那个男性隐形墨水写的信，最后要用什么操作手法才能解读出来？; 真是“只要功夫深，铁杆磨成针”的最好注脚！ 一个“纯外行”能做间谍祖师爷👍; 2025年7月7日8:22再刷 等待抽奖ⅰng; 费农凯尔少校呢？; 带英真的好抽象; 去做隐形墨水去了; 你才鼻炎; bunga，bunga; cumming爵士发明了隐形药水，对上了[doge_金箍]; 笑死我了隐形墨水这期，终于给我找着了,BV1cY4y1A7kj
771382643,首尔大学博士如何当非洲仁君？【奇葩小国39】,https://www.bilibili.com/video/BV1Sr4y1L7nr,http://i0.hdslb.com/bfs/archive/19fffb6a0f84fff7b0b379b8fad45ec59cf845cf.jpg,2022-07-30T11:00:00+08:00,33:42,人文历史,请大家不要去音乐评论区下评论。  本篇为奇葩小国利比里亚（下）  参考资料： 马克·胡班德1998年出版《利比里亚内战》 彼得·汉姆·约翰2004年出版《利比里亚：一个失败国家的画像》 玛丽·莫兰2006年出版《利比里亚：民主的暴力》 海曼·莱斯特2003年出版《1822年-2003年美国对利比里亚的政策》 比尔·伯克利2001年出版《坟墓尚未填满：非洲中心的种族、部落和权利》,发现《God's Gonna Cut You Down》; 历史; 非洲; 奇葩; 战争; 利比里亚; 国际; 西非; 历史人文档案馆; 历史人文档案馆2022第二季,11406672,342446,10377,50366,19897,157957,52644,4:37[怪盗基德_登场]; [doge_金箍]; 说他是桀纣之君都是抬举他[生气]; 虽然很忙长但我感觉到了反胃，这期就不赞了，抱歉可汗看的有点不舒服了; 才发现这货刚开始政变到最后被嘎了，体型也变化了不少[笑哭]; 他们才做了啥呀，就是人类的底线了这可比日本军队好多了; 每次刷到电影血钻评论都在扯什么钻石的价值而不管为什么叫血钻; 看完利比里亚这期，快给我气坏了[生气]为啥泰勒不能有多伊的结局，迟来的正义还是正义吗，更何况这海牙判的还是有期徒刑，我才监狱的环境肯定比国内的环境好不止多少倍，这是审判还是奖励？[微笑]; 泰勒这种人都能活着，正说明了世界确实是唯物的 从来没有什么因果报应，也没什么上帝之类更高维的审判或者冤魂复仇。真有什么遭了报应的人也不过是巧合 自己活着不去争取改变，就什么也不会改变。做鬼也不放过你只是受压迫者的自我安慰，唯物的世界你连鬼都做不成; 有些东西不能细想，当你听到他的所作所为的时候，只是会觉得好残忍，一旦仔细去想每一个罪行，脑补一下发生的画面，很难想象当时被他杀的人有多绝望[疼],BV1Sr4y1L7nr
343754552,非洲小美国是哪里？【奇葩小国38】,https://www.bilibili.com/video/BV1w94y1D7W8,http://i1.hdslb.com/bfs/archive/add2974b9ff289011ad44aa225e004877e17eebc.jpg,2022-07-26T12:28:36+08:00,22:58,人文历史,本篇为奇葩小国利比里亚（上）  参考资料： 马克·胡班德1998年出版《利比里亚内战》 彼得·汉姆·约翰2004年出版《利比里亚：一个失败国家的画像》 玛丽·莫兰2006年出版《利比里亚：民主的暴力》 海曼·莱斯特2003年出版《1822年-2003年美国对利比里亚的政策》 比尔·伯克利2001年出版《坟墓尚未填满：非洲中心的种族、部落和权利》,人文; 奇葩; 英国; 非洲; 战争; 历史; 美国; 利比里亚; 西非; 历史人文档案馆; 历史人文档案馆2022第二季,9628079,329312,10235,41837,12563,137508,43144,我在哪？; 懂王誇該國總統英文很好，在哪學的; 从懂王的夸赞摸过来二刷的举手[脱单doge]; 2025年7月6日9:04再刷 恭喜可汗破千万粉[打call][打call]; 利比里亚人称西非金枪小霸王[doge]; 《爸权》; 它美国有这么骁勇？我非洲小美国战它不过？; 苏联的黑人留学生暴乱，原来是利比里亚的; [滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽][滑稽]; 十九世纪的英国只有法国能对抗，尤其是拿皇的法国[笑哭],BV1w94y1D7W8
513744028,吕宋岛上如何玩骑兵？【小约翰】,https://www.bilibili.com/video/BV1Rg411Z7LV,http://i1.hdslb.com/bfs/archive/44e8efcc4ba6214b6d7a2fa134e2d35a2ded79cc.jpg,2022-07-23T11:00:00+08:00,23:07,人文历史,本篇为小约翰之拉姆齐。  参考资料： 与人合作回忆录《拉姆齐中尉的战争》1990年 塞尔诺·莱斯2003年出版《西马之旅》 比尔·斯隆2012年出版《不败：美国在巴丹和科雷吉多的英勇战斗》 拉姆齐的官方网站 洛杉矶时报相关报道,三国杀十周年创玩节开启; 美国; 游戏; 战争; 三国; 历史; 三国杀战歌起; 三国杀十周年全新机制神马超上线.; 骑兵; 三国杀十周年,5393460,272515,6759,31990,5640,86766,32759,全世界最后一次骑兵冲锋应该是二战意大利吧？; 资产阶级的妥协性体现的淋漓尽致，菲律宾的共产主义游击队遭到了背叛; 2025年7月5日9:03再刷; 能以不足30人的骑兵小队向鬼子的大部队发起冲锋的狼灭，不打麻药做手术倒是意料之内; [热词系列_你币有了]; 牛b; 00; 0; 那个会打游击的诗人是誰？; 谁写的小册子？,BV1Rg411Z7LV
258521738,哪个拳击手想刺杀希特勒？【小约翰】,https://www.bilibili.com/video/BV16a411S7cy,http://i2.hdslb.com/bfs/archive/656accc9af58ba24b57e310bffbb17f5b49107b2.jpg,2022-07-19T11:00:00+08:00,27:51,人文历史,本篇为小约翰之伊戈尔。  参考资料： 乔治·斯维里多夫1975年出版《坚持到底》 乔治·斯维里多夫出版《报应时刻》 帕维尔·苏多普拉托夫回忆录《情报和克里姆林宫：不受欢迎的证人笔记》 帕维尔·苏多普拉托夫回忆录《特别行动：卢比扬卡和克里姆林宫1930-1950》,苏联; 战争; 德国; 拳击; 外星人电解质水; 充电喝外星人电解质水; 电解质教室; 间谍; 历史人文档案馆; 历史人文档案馆2022第二季,5508898,393865,4978,43763,8474,116759,36013,2025年7月4日7:50再刷; 日耳曼赢学来的，神预言了; 光荣在于平淡，艰巨在于漫长。; 伊戈尔的身世让我想起了一部电视剧叫爸爸父亲爹，罗晋演的男主一个生物学父亲，一个社会学父亲，还有两个义父; 好; 可以的; 迈耶这个出处是哪期啊，不记得了; @逅屿F 看看吧，看看你能看下来不; [蹲蹲][蹲蹲][蹲蹲]; 崩铁新剧情里面的伊戈尔借了这位的名字吧,BV16a411S7cy
343460769,美国最幸运的人是谁？【硬核狠人36】,https://www.bilibili.com/video/BV1G94y1Q75m,http://i2.hdslb.com/bfs/archive/6366fe7ecd036ac3479578f616197bdc865b7142.jpg,2022-07-15T11:00:00+08:00,26:54,人文历史,简介：本篇为硬核狠人之德克斯特。  参考资料： 埃姆斯·布拉德1874年撰写《蒂莫西·德克斯特勋爵》 塞缪尔·克纳普1848年出版《蒂莫西·德克斯特勋爵的生平》 马昆德·约翰1960年出版《重访蒂莫西·德克斯特》,美国; 人物; 历史; 运气; 财富; 贸易; 德克斯特; 历史人文档案馆; 历史人文档案馆2022第二季,7936149,347208,7429,55968,34774,153845,44969,这个世界是有欧皇的，你天天大保底，人家白嫖10连就全收集[喜极而泣]; 运气也是实力的一部分; 虽然他脾气暴躁，但是确实是个心好的有钱人，很乐意看到这样的故事。和弘昼一样，虽然弘昼没有这种传奇好运故事。; 那个年代能做好海上生意的人，绝对不简单。信息来源、关系网、管理力、判断力、执行力，都缺不了。; 能把冬季用品卖到热带这是何等的幸运; 拉姆认识他不得破防了; @91岁纯情老登 @超因斯坦出版社; 小镇里有这么个人挺好的。乐观开朗，积极向上，一直能给居民带来欢乐。去世后还资助了很多贫困孩子; 这就是正宗的傻人有傻福; ，我,BV1G94y1Q75m
343155028,李自成是如何击败大明的？【小约翰】,https://www.bilibili.com/video/BV1h94y1X7GT,http://i1.hdslb.com/bfs/archive/671c74ecfc2842fad2fdb08601809c4d871ff022.jpg,2022-07-08T17:12:37+08:00,29:03,人文历史,本篇为李自成。  参考资料： 《甲申纪事》冯梦龙 《晚明民变》李文治 《崇祯传》樊树志 《明末农民战争史》顾诚 《崇祯:攘外与安内的两难选择》樊树志 《从福王之死看“明朝亡于万历”》聂作平 《浅析明末的问题及对历史进程的影响》习刚峰 《略论明室宗藩在明末农民大起义中的表现》顾锦春 叶剑飞 《明末陕北社会治理结构失缺研究》幸荣伟 《试析明末剿饷问题》文媛媛 《明末财政危机与三饷加派》杨涛 《崇祯元年固原兵变与明末农民起义》薛正昌 《试论李自成得以迅速攻占北京的主要原因》张发权 《1641～1643年李自成起义军进取中原的胜利》李光壁 《粮食与兵员:明末大旱与农民战争的关系》曹树基 《晚明河南社会问题研究》屈湘琴,战争; 明朝; 率土黄巾战; 崇祯帝; 李自成; 率土之滨; 大顺; 明神宗; 闯王; 历史人文档案馆; 历史人文档案馆2022第二季,8193074,296806,19725,51604,17804,90571,52584,出生朱常洵[饿殍表情包2_杀！]; 李自成算是明末各势力里比较拟人的了; 三年前看过的视频，一直都有人看有人评论; 无政府主义，和政府本人[脱单doge]; 看了南明史再看这个视频，感觉也不能怪李自成没有远见，明末农民过的太惨了……; 明朝该亡，制度已经完全僵化了，再存在下去百姓之后受更多苦； 清朝不该入主中原，满清算种族歧视非常严重的那种王朝了，前期甚至能把明军和农民军逼一块来反清 。 大部分人只是希望替代明朝的是汉人王朝，如果明朝下一个是大顺朝，那么明粉绝对不会那么多; 明朝该亡，制度已经完全僵化了，再存在下去百姓之后受更多苦； 清朝不该入主中原，满清算种族歧视非常严重的那种王朝了，前期甚至能把明军和农民军逼一块来反清 。 大部分人只是希望替代明朝的是汉人王朝，如果明朝下一个是大顺朝，那么明粉绝对不会那么多; 现在流行顺崇祯是最有骨气的皇帝，这骨气有一毛钱用吗，明末那么多饥肠辘辘的百姓; 末代皇帝里，有骨气的寥寥无几，崇祯没有能力但是换个人，大明没有这样的影响力，让后人还可以举起反清复明，人格魅力在后人眼中只会越来越重要; 宗室土地比耕地还多，缺官不补，欠响常态化，只能说还能拖到崇祯才亡国，还是亡晚了,BV1h94y1X7GT
215435247,如何把沙子卖给阿拉伯人？【小约翰】,https://www.bilibili.com/video/BV1Sa411W7fw,http://i0.hdslb.com/bfs/archive/f92f6bc1cf8d9e21c55a894edd51bba53073baf4.jpg,2022-06-30T19:49:16+08:00,26:07,人文历史,本篇为小约翰之杜兰特。  参考资料： 华夏出版社2004年出版《创业史诗：杜兰特创建美国通用汽车公司之路》 上海远东出版社2008年版《通用汽车的缔造者：比利·杜兰特》 华夏出版社2009年版《杜兰特和斯隆：通用汽车两巨头传奇》 阿克塞尔·马德森1999年出版《交易撮合者：威廉·杜兰特如何打造通用汽车》 伯纳德·维斯伯格1979年出版《梦想家：通用汽车创始人威廉·杜兰特》,人物; 汽车; 奇闻; 赛车; 历史; 美国; 雪佛兰黑标; 雪佛兰,5991004,301286,7191,43012,13755,124094,28638,我怎么现在才刷到; 5; 5; 幽默天生爱人[笑哭]; 僵尸毁灭工程里，烂大街的骑士系列车辆，原型就是雪佛兰 甚至每一个骑士系列的车你都能找到雪佛兰出品的对应款式[doge]; 2025年7月1日8:10再刷 可汗离1000万粉还差2.9万粉; 小米的汽车似乎遇到了类似情况。; @芸芸汐瑶月星辰辰宇轩 @朝朝为雪洛; 为什么我没有粉丝勋章呢; [奥比岛_击爪][奥比岛_击爪][黑洞],BV1Sa411W7fw
770174831,骗一下纳粹二把手是怎样的体验？【硬核狠人35】,https://www.bilibili.com/video/BV1Jr4y1G7gP,http://i2.hdslb.com/bfs/archive/fa991dbe7a6c9c6a1025f4195d04a0c9291f0902.jpg,2022-06-24T11:00:00+08:00,24:26,人文历史,本篇为硬核狠人之米格伦。  参考资料： 爱德华·多尼克2008年出版《伪造者的诅咒：维米尔、纳粹和20世纪最伟大艺术骗局的故事》 弗兰克·维恩2006年出版《我是维米尔：20世纪最伟大伪造者的兴衰》 范米格伦的网站,德国; 荷兰; 二战; 战争; 人物; 历史; 画家; 造假; 历史人文档案馆; 历史人文档案馆2022第二季,6718855,271767,5810,31893,9290,101080,24204,可汗还有一期也是讲一个人伪造画，还有艺术品，但是找了好久都没找到，大伙谁知道吗; 不得不说这个人确实有绘画才能，但人品太低劣了; 技术确实高，但不得不说人实在是太屑了。很难想象如果走上正道的话，他会有多高的成就。; 说到X光能看到底下的17世纪其他画作那个，其实不能作为实锤证据的，因为过去和现在不同（倒是画家普遍贫穷是相同的）那时候的画布画框都是很值钱的东西，很多画家会在自己不满意/买来的旧作上涂颜料重新画别的。; 草间弥生的老妈当初就是相当反对她学画画，草间弥生无数次说自己的老妈看到她画画时看一张撕一张[笑哭]最后她和老妈达成协议只要去学礼仪就可以去学艺术[笑哭]; 是这幅吧; 2025年6月30日7:47再刷; 。[星星眼]; 这集在合集里的集数标错了[脱单doge]; 我靠我靠这个故事要改音乐剧了，我就说看着人名眼熟果然可汗讲过……,BV1Jr4y1G7gP
385017282,加拿大最有名的遗嘱是什么？【硬核狠人34】,https://www.bilibili.com/video/BV1eZ4y1q7SH,http://i1.hdslb.com/bfs/archive/6691eed281350f3ae04fd9a41cac5328c0e630bf.jpg,2022-06-17T10:59:59+08:00,24:06,人文历史,本篇为硬核狠人之米勒。  参考资料： 马克·奥尔金1981年出版《大鹳德比》 乔治·舍伍德2006年出版《他们那个时代的传奇：加拿大的年轻英雄与受害者》 伊丽莎白·威尔顿1994年出版《负重前行：1926-1938年的多伦多鹳德比》 威利斯·韦斯特1949年发布在《历史季刊》的《巴纳德快车冲向乔治堡》 一些当时报纸关于遗嘱的报道,律师; 历史; 加拿大; 遗产; 人物; 奇闻; 遗嘱; 历史人文档案馆; 历史人文档案馆2022第二季,8609793,291247,10073,40654,18227,116858,25453,可汗陛下，更适合中国宝宝的米勒，他来辣[脱单doge]@小约翰可汗; 冒昧的问一句，这人是『假面愚者』吗？; 我翻了半天评论，就在找这一条。 太多人都在争论弥勒医嘱的道德问题。 但是你只要仔细看视频就知道原因。 就是父亲，对于一个孩子的一生是起决定作用的。 因为在孩子眼睛里，父亲就是世界。 父亲的冷漠，造就了米乐的冷漠。 至于对错，只能说，每个人一生都在利益和道德之间选择。能成为道德圣人，或者像弥勒这样极度怀疑人性，只信利益的都是极少数。; 经济大萧条为实验提供了条件，米勒的遗嘱在为他提供了道路，父母的贪婪提供了动力而无辜的孩子最后成为这辆通往地狱的火车上的牺牲品; 人性本来就经不起引诱和考验，他肯定比我们更知道这一点会引发多么惨痛的后果，但是他还是做了，比起恶作剧大师会让人笑出来，他做的还是过了，这个恶作剧太血腥了。当时的经济环境也那么极端，再加上这种引诱就像持续刺激一个精神不正常的疯子，会发生啥不是必然吗，疯子肯定会变得极端啊; 我奶奶的生产队，有一个奶奶的朋友生了17个，虽然最后就活了5个。; [哦呼][哦呼]; 这场闹剧简直就到一场针对伦理的行为艺术。 一些生命诞生和一些诞生生命的生命本身没有多么高贵的意义，生命所做的行为和创造的价值才有意义。; 本质和黑神话里的黄眉动画差不多; 真正的乐子人[热词系列_呵呵],BV1eZ4y1q7SH
469884567,一个美国人如何走遍长城？【小约翰】,https://www.bilibili.com/video/BV1cT411573g,http://i1.hdslb.com/bfs/archive/2cf21281d96c724537d9ea3e58077d72665b32e3.jpg,2022-06-13T12:27:48+08:00,21:37,人文历史,本篇为小约翰之盖洛。 参考资料： P.W.威尔逊1927年出版《改变视野的探索者》 盖洛游记《扬子江上的美国人》 盖洛游记《中国的长城》 盖洛游记《中国十八省府》 盖洛游记《中国五岳》 威廉·林赛2009年出版《两个威廉的长城》,地理; 文化; 人物; 探险; 历史; 美国; 你与长城的距离有多近; 长城; 传教士; 历史人文档案馆; 历史人文档案馆2022第二季,4892351,382015,8309,71921,10732,277421,28463,那只兔子跑得比以往任何一刻都快; 唐山是我的家乡; 2025年6月28日8:26再刷; 两个威廉时隔百年的接力; 鸽; 你才离谱离谱神奇; 友谊天长地久; @粤知一二; 甲亢哥也来长城了，不知道美国人能不能联想起这位，我估计是不能的; 可汗要不再讲讲帕克，派克钢笔的创始人，也写过中国游记,BV1cT411573g
684716640,亚洲人如何在欧洲建国？【奇葩小国37】,https://www.bilibili.com/video/BV1HU4y1173x,http://i2.hdslb.com/bfs/archive/b96d79a6e994aad2d95016a811a7468f34e15b80.jpg,2022-06-06T11:00:00+08:00,24:41,人文历史,本篇为奇葩小“国”之南马鲁古。  参考资料： 理查德·乔维尔1990年出版《民族主义者、士兵和分离主义者：从殖民主义到反抗的安汶群岛，1880-1950年》 克里斯托弗·邓肯2013年出版《暴力与复仇：印度尼西亚东部宗教冲突及后果》 基斯·格罗内波尔1993年出版《通往西方的路：荷兰人在印度群岛的1600-1950年》 扬·普鲁维耶1978年出版《印度尼西亚：殖民主义、独立、新殖民主义》 亨克·斯米特斯1992年出版《荷兰的马鲁古人》,荷兰; 历史; 南马鲁古; 印度尼西亚; 殖民地; 历史人文档案馆; 历史人文档案馆2022第二季,9528893,313726,8869,36449,8368,125686,34772,马上要飞了; 对马鲁古人优待也没有比其他族裔好太多 古惑仔3里面 黑涩会跑路到荷兰 也是每个月领补贴; 东帝汶可以独立，马鲁谷理论上也可以; 太抽象了[笑哭]; 2025年6月27日7:49再刷; 原来是南马鲁古啊，我还以为是北马鲁古呢; 原来是南马鲁古啊，我还以为是北马鲁古呢; 这帮人也是支棱，他们的权利都是自己争取来的; 荷兰人受的苦说到底是当年殖民造的孽 从头到尾都称得上一句活该 大家呸一口再走吧; 问过印尼朋友，他说现在安汶岛仍有分裂武装,BV1HU4y1173x
214551631,什么猛男能一人收复十一州？【小约翰】,https://www.bilibili.com/video/BV1ia411j7Eq,http://i0.hdslb.com/bfs/archive/5d6adffdbd4b1d66f8e755bddeb8307399abe705.jpg,2022-06-01T11:00:00+08:00,23:26,人文历史,本篇为小约翰之张议潮。  参考资料： 《唐、吐蕃、大食政治关系史》王小甫 《归义军史研究》荣新江 《吐蕃王朝管辖沙州前后》史苇湘 《唐代吐蕃军事制度研究》贺冬 《试析吐蕃军事制度形成的原因》贺冬 《略述唐王朝与吐蕃的关系及张议潮领导的沙州人民起义》齐陈骏 《唐代吐蕃军事战争研究》贺冬 《再论张议潮时期归义军与唐中央政府之关系》李军,历史; 战争; 永劫无间; 唐朝; 张议潮; 历史人文档案馆,6518381,317991,12773,56209,18079,156008,38061,李靖有多神呢。。李靖打了突厥后，唐朝击败突厥的名声在中亚西亚一直传了几百多年。直到1078年罗姆苏丹国逼近君堡时当时的东罗皇帝还以为唐朝没有灭亡，想派使者到东方去求助。。。。。。; 这个时候还有5位b友在观看这个视频，在评论区认识一下呗。; 这个必须三连。; 先见之明这一块; https://b23.tv/BV14x3CzyEzz; [星星眼]; 网易把一个归义军讲三次; @燕云十六声官方 来看看; 3年了; 2025年单出了一期讲张，像是补坑，也像是挖了个新的,BV1ia411j7Eq
854133124,谁是美国的越狱之王？【硬核狠人33】,https://www.bilibili.com/video/BV1W54y1Z7EL,http://i2.hdslb.com/bfs/archive/ae06904f4eb755fce75448db810b6a5fd596645f.jpg,2022-05-21T11:00:00+08:00,24:04,人文历史,本篇为硬核狠人之班哈特。  参考资料： 1957年出版《监狱长罗根》 约翰·图伊2001年出版《当卡彭的暴徒谋杀图伊时：图伊、理发师杰克和从未发生的绑架案》 斯科蒂·科恩2000年出版《他发生在北卡罗来纳》 杰·罗伯特·纳什1981年出版《世界犯罪年鉴》 图伊帮网站上的班哈特资料 克利夫兰出版社1967年出版《芝加哥犯罪书》,美国; 越狱; 监狱; 历史; 黑帮; 恶魔岛; 历史人文档案馆,9662207,349832,6908,46942,12932,149621,30831,被水淹没，不知所措。; 牛的，韩国人抓不住，美国人关不住[doge]; 体格真好啊，经过这么多折腾，还能活到八十。; 2025年6月25日17:02再刷; 23:39 不是？给我看傻了，以前的人这么重人情吗？[热][热][热][热][热]; 视频片段居然是泰德邦迪; @CMINUSA--- 你发的lys？; 他一直没走出那个冬天; 魔鬼岛又开盘了; 变态监狱里妙花等监狱里的男主等了10年我感觉不可思议，没想到现实里居然有人等了20年,BV1W54y1Z7EL
641524056,什么书价值两吨黄金？【小约翰】,https://www.bilibili.com/video/BV1vY4y147Nk,http://i1.hdslb.com/bfs/archive/77bc104a441cb8bd1636d599fed705b9e5f3a1a0.jpg,2022-05-15T11:00:00+08:00,16:54,人文历史,本篇为小约翰之莱斯特手稿。  参考资料： 约翰·莱恩出版社1908年出版《诺福克的科克和他的朋友们》 波尔塔1989版《意大利人传记词典》 盖齐在2000版《意大利人传记词典》 莱斯特手稿的主题站 手稿相对详细的简介,收藏; 达芬奇; 英国; 美国; 历史; 艺术; 莱斯特手稿; 贵族; 书; 历史人文档案馆,4512657,228570,5994,24313,4498,74325,18908,1883 1902 1925 1952 1978; 11:09 一鱼两吃不磕碜。 对苏联来说，“离岸资本家”才是好资本家，也算是传统双标了。; 石首市麻布拐大概17平方公里  是个镇长   子爵; 达芬奇能靠自己完成其他通过机构或者迭代完成的研究，确实是了不起的大师。; 2025年6月24日16:37再刷; 现在还有10人在看; 《三人在看》; 2025.5.2还在鸽; 《4人正在看》; 南海公司还在鸽,BV1vY4y147Nk
383889500,现代史上最没有意义的战争是怎么打的？【奇葩小国36】,https://www.bilibili.com/video/BV1ZZ4y1h7f2,http://i0.hdslb.com/bfs/archive/3d1a0e6ed0224639eb07c5f153ac61aea33b4531.jpg,2022-05-13T11:00:00+08:00,26:03,人文历史,本篇为奇葩小国之厄立特里亚。  参考资料： 1987年泰克斯特·纳加什出版《1882-1941 年在厄立特里亚的意大利殖民主义：政策、实践和影响》 詹姆斯·菲尔布莱斯1984年出版《永不屈服：厄立特里亚的干旱、发展和解放》 大卫·迟2001年出版《从游击队到政府：厄立特里亚人民解放阵线》 泰克斯特·内加什2000年出版《战争中的兄弟：理解埃厄战争》 英国诺丁汉出版社1980年出版《厄立特里亚战争背后》 斯蒂芬·朗里格1945年出版《厄立特里亚简史》 约翰·扬1997年出版《埃塞俄比亚农民革命：提格雷人民解放阵线》,战争; 二战; 联合国; 英国; 意大利; 历史; 非洲; 东非; 历史人文档案馆,12958476,389263,8620,59166,18263,190230,52556,23:19这姑娘挺好看的; 这俩非洲国家的人也不怎么黑啊  感觉不像是黑人; 2025年，格雷塔坐船冲向加沙，某耗子史料造假，真是笑死个人[大笑][大笑][大笑][大笑]; 之前在某国际榜单上看见倒四里面唯一不熟的厄立特里亚，今天才发现原来耗子早就讲过了[笑哭]; 很好奇，俄乌为什么也在打堑壕战[笑哭]; 时至今日环保少女终于干了件人事[笑哭]; n刷; [脱单doge]; 最后黑格尔那句话，我现在感觉似乎是欧美非这些国家根本就没修史来记录这些教训。; 堑壕阿…,BV1ZZ4y1h7f2
